parentdn,dn
"ou=group,o=unixauthcaashp","cn=gthdqd1,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=gurundk,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=gxxdcd1,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=gxxdda7,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=gxxdda9,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=gxxddx0,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=gxxdrd1,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=gxxj1d1,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=gxxopc1,ou=group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=haproxy_admin,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=haproxy_admin,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=help,ou=Group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=iwl-ad-users,ou=Group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=jenkins_admin,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=jenkins_admin,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=jira_admin,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=jira_admin,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=lamedicale-hprod-admins,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lamedicale-hprod-admins,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=lamedicale-hprod-rdusers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lamedicale-hprod-rdusers,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=lamedicale-prod-admins,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lamedicale-prod-admins,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=lamedicale-prod-rdusers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lamedicale-prod-rdusers,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=ld000tst0035,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=ld036app10002,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=ld204inf0001,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=ld204red8500,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=ld204red8501,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=ld777ora0035,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lo204app10003,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204app10000,ou=netgroup,o=unixauthcaashp"
"ou=Netgroup,o=unixauthcaashp","cn=lr204app10002,ou=Netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204cft10000,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204inf0001,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204inf0002,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204inf0004,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204inf0005,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204inf0103,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8500,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8501,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8502,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8503,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8504,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8506,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8507,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8508,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8509,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8510,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8512,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mid8514,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mys8502,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mys8503,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mys8504,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mys8505,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mys8506,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204mys8507,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204red0101,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204red0102,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204red8500,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204red8501,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204red8502,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204red8503,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204red8504,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=lr204red8505,ou=netgroup,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=mapr,ou=group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=mapr-hprod-installers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=mapr-hprod-installers,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=mapr-prod-installers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=mapr-prod-installers,ou=netgroup,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=mongo,ou=group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=mysql_admin,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=narch_sshaccess_hprod_restrict,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=nexus_admin,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=nexus_admin,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=pacifica-hprod-admins,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=pacifica-hprod-admins,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=pacifica-hprod-rdusers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=pacifica-hprod-rdusers,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=pacifica-prod-admins,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=pacifica-prod-admins,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=pacifica-prod-rdusers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=pacifica-prod-rdusers,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=pdk-devre7,ou=Group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=pelican_admins,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=pelican_admins,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=pfddev_ticket_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=pfddev_ticket_sudo,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=pfdqpr_ticket_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=pfdqpr_ticket_sudo,ou=netgroup,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=pfdrec_sudo_ticket,ou=group,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=pfdrec_ticket_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=pfdrec_ticket_sudo,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=poc,ou=Group,o=unixauthcaashp"
"ou=Netgroup,o=unixauthcaashp","cn=poc,ou=Netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=predica-hprod,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=predica-hprod-admins,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=predica-hprod-admins,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=predica-hprod-admins_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=predica-hprod-rdusers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=predica-hprod-rdusers,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=predica-hprod-sashadoop,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=predica-hprod_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=predica-prod-admins,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=predica-prod-admins,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=predica-prod-rdusers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=predica-prod-rdusers,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=ptf2_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=ptf2_sudo,ou=group,o=unixauthcaashp"
"ou=secureSudoers,o=unixauthcaashp","cn=ptf2_sudo,ou=secureSudoers,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=realm-capsule,ou=Group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=rundeck,ou=group,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=rundeck_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=secureSudoers,o=unixauthcaashp","cn=rundeck_sudo,ou=secureSudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=sa-d-dxx-01,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=sas_sshaccess_hprod,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=sas_sshaccess_hprod_restrict,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=sas_sshaccess_hprod_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=sauvegarde-admins,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=sauvegarde-admins,ou=netgroup,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=scapgrp,ou=group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=self-iha-editors,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=self-iha-editors,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=sonar_admin,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=sonar_admin,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=srvdev_ticket_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=srvdev_ticket_sudo,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=srvrec_ticket_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=srvrec_ticket_sudo,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=sysadmin,ou=Group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=testfbe,ou=group,o=unixauthcaashp"
"ou=Applicatifs,ou=caas,ou=People,o=unixauthcaashp","cn=toto,ou=Applicatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=u1ze3p_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=u5nplg_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=ud1ddd1_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=ud1ddd1_sudo,ou=group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=ud204app0001,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=upatia0,ou=Group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=upmirm1,ou=group,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=upxqka2_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=upxsna0,ou=Group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=uqdboa1,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=urak5a1,ou=group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=uratia0,ou=Group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=user-reinit-mdp,ou=Group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=user_ada,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=user_ada,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=users_admin,ou=Group,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=uxxqka2_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-a-pxx-10,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-a-qxx-12,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-d-drq-as,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=vl-d-drq-as-dev_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=vl-d-drq-as-qua_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=vl-d-drq-as-rct_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=vl-d-drq-as_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-d-drq-at,ou=netgroup,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=vl-d-drq-at-d_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=vl-d-drq-at-q_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=Sudoers,o=unixauthcaashp","cn=vl-d-drq-at-r_sudo,ou=Sudoers,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-d-drx-44,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-d-dxx-02,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=vl-d-pxx-74-rdusers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-d-pxx-74-rdusers,ou=netgroup,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=vl-d-pxx-75-rdusers,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-d-pxx-75-rdusers,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-d-qxx-ab,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-x-drx-40,ou=netgroup,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=vl-x-drx-41,ou=netgroup,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=was,ou=group,o=unixauthcaashp"
"ou=group,o=unixauthcaashp","cn=xfb,ou=group,o=unixauthcaashp"
"ou=Group,o=unixauthcaashp","cn=xwiki_admin,ou=Group,o=unixauthcaashp"
"ou=netgroup,o=unixauthcaashp","cn=xwiki_admin,ou=netgroup,o=unixauthcaashp"
o=unixauthcaashp,"ou=Agent,o=unixauthcaashp"
"ou=caas,ou=People,o=unixauthcaashp","ou=Applicatifs,ou=caas,ou=People,o=unixauthcaashp"
o=unixauthcaashp,"ou=DeletedEntries,o=unixauthcaashp"
o=unixauthcaashp,"ou=Group,o=unixauthcaashp"
o=unixauthcaashp,"ou=LDAP_Surveillance,o=unixauthcaashp"
o=unixauthcaashp,"ou=Netgroup,o=unixauthcaashp"
"ou=caas,ou=People,o=unixauthcaashp","ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
o=unixauthcaashp,"ou=People,o=unixauthcaashp"
o=unixauthcaashp,"ou=Sudoers,o=unixauthcaashp"
"ou=People,o=unixauthcaashp","ou=caas,ou=People,o=unixauthcaashp"
o=unixauthcaashp,"ou=profile,o=unixauthcaashp"
o=unixauthcaashp,"ou=secureSudoers,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=U371V0_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=U51VAQ_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=UA168V_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=UDYGBQ_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=UJFHBF_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00001_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00001_deleted_1,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00001_deleted_2,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00001_deleted_3,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00001_deleted_4,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00002_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00002_deleted_1,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00002_deleted_2,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=a00009_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Applicatifs,ou=caas,ou=People,o=unixauthcaashp","uid=adaconnector,ou=Applicatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=batmale_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=bellee,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=bellee_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=benalal_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=bennifl_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=benouali,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=bergeral,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=bignon_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=bonzipk_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=boudolt_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=bourreau,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=brehm,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=buart_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=buissce_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=caagistest,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=cabofc_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=casano_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=celestine_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=celestine_deleted_1,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=cernik,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=chaignon_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=challita_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=chastan_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=chauvel_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=chenet,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=coedo_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=coeffet_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=coignard_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=commeau_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=damien_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Applicatifs,ou=caas,ou=People,o=unixauthcaashp","uid=ddqdrx01,ou=Applicatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=dermitzel_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=desgrand,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=diakhate,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=diakhfe_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=dsi6306_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=dumortier_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=dumortier_deleted_1,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=foissy_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=fontah,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=fremond,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=gandillet_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=gasse,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=gautier,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=gilson_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=girardx_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=gouin_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=grelier_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=grivelet_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=guichard,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=hahnv_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp","uid=helary,ou=Nominatifs,ou=caas,ou=People,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=humbert_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=lalande_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=lambege_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=larbes_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=larbes_deleted_1,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=lebreton_deleted,ou=DeletedEntries,o=unixauthcaashp"
"ou=DeletedEntries,o=unixauthcaashp","uid=lebreton_deleted_1,ou=DeletedEntries,o=unixauthcaashp"
